Binary,Function,Type,LINK,Attack
more,"Function: Shell, File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/more
mosquitto,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/mosquitto
mount,Function: Sudo,Type: Binaries,https://gtfobins.github.io/gtfobins/mount
msgattrib,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/msgattrib
msgcat,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/msgcat
msgconv,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/msgconv
msgfilter,"Function: Shell, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/msgfilter
msgmerge,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/msgmerge
msguniq,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/msguniq
mtr,"Function: File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/mtr
multitime,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/multitime
mv,"Function: SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/mv
mysql,"Function: Shell, Library load, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/mysql
nano,"Function: Shell, File write, File read, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/nano
nasm,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/nasm
nawk,"Function: Shell, Non-interactive reverse shell, Non-interactive bind shell, File write, File read, SUID, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/nawk
nc,"Function: Reverse shell, Bind shell, File upload, File download, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/nc
neofetch,"Function: Shell, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/neofetch
nft,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/nft
nice,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/nice
nl,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/nl
nm,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/nm
nmap,"Function: Shell, Non-interactive reverse shell, Non-interactive bind shell, File upload, File download, File write, File read, SUID, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/nmap
node,"Function: Shell, Reverse shell, Bind shell, File upload, File download, File write, File read, SUID, Sudo, Capabilities",Type: Binaries,https://gtfobins.github.io/gtfobins/node
nohup,"Function: Shell, Command, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/nohup
npm,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/npm
nroff,"Function: Shell, File read, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/nroff
nsenter,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/nsenter
octave,"Function: Shell, File write, File read, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/octave
od,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/od
openssl,"Function: Reverse shell, File upload, File download, File write, File read, Library load, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/openssl
openvpn,"Function: Shell, File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/openvpn
openvt,Function: Sudo,Type: Binaries,https://gtfobins.github.io/gtfobins/openvt
opkg,Function: Sudo,Type: Binaries,https://gtfobins.github.io/gtfobins/opkg
paste,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/paste
pax,Function: File read,Type: Binaries,https://gtfobins.github.io/gtfobins/pax
pdb,"Function: Shell, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/pdb
pdflatex,"Function: Shell, File read, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/pdflatex
pdftex,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/pdftex
perf,"Function: Shell, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/perf
perl,"Function: Shell, Reverse shell, File read, SUID, Sudo, Capabilities",Type: Binaries,https://gtfobins.github.io/gtfobins/perl
pg,"Function: Shell, File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/pg
php,"Function: Shell, Command, Reverse shell, File upload, File download, File write, File read, SUID, Sudo, Capabilities",Type: Binaries,https://gtfobins.github.io/gtfobins/php
pic,"Function: Shell, File read, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/pic
pico,"Function: Shell, File write, File read, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/pico
pidstat,"Function: Command, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/pidstat
pip,"Function: Shell, Reverse shell, File upload, File download, File write, File read, Library load, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/pip
pkexec,Function: Sudo,Type: Binaries,https://gtfobins.github.io/gtfobins/pkexec
pkg,Function: Sudo,Type: Binaries,https://gtfobins.github.io/gtfobins/pkg
pr,"Function: File read, SUID, Sudo",Type: Binaries,https://gtfobins.github.io/gtfobins/pr
pry,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/pry
psftp,"Function: Shell, Sudo, Limited SUID",Type: Binaries,https://gtfobins.github.io/gtfobins/psftp
